4.689999999999999725e-01 7.157560228233306177e-02 5.511717014429565187e-02 5.257560469220388943e-02 4.078945201955235661e-02 3.844553892562942166e-02 4.139295320064551725e-02 4.391363098440020929e-02 4.837240979231929860e-02 4.934122992392223767e-02 5.370498924152770914e-02 5.480108101957215094e-02 5.340086067778375412e-02
5.550000000000000488e-01 1.072162510566356808e-01 8.563847210481825845e-02 8.394921623585591131e-02 7.004849498327758717e-02 6.626732799628727577e-02 6.818131253362023914e-02 7.039889187735343112e-02 7.648962756700314336e-02 7.975786136939981563e-02 8.721221086605702999e-02 9.094577833409192569e-02 9.170118343195265975e-02
6.450000000000000178e-01 1.100722738799661954e-01 9.266124779404132095e-02 8.821377556316828406e-02 7.615129920246976880e-02 7.552123216150366525e-02 8.168249596557289327e-02 8.721363098440021444e-02 9.534144332289129498e-02 9.574880600169062561e-02 9.916837009144702231e-02 9.900200273099682424e-02 9.584199031737493379e-02
8.585000000000000409e-01 2.927145498732037221e-01 2.631249662618084240e-01 2.475307796117512948e-01 2.198625675328017004e-01 1.984306067989325961e-01 1.850581603012372289e-01 1.774542011834319422e-01 1.847193293885601717e-01 2.065932586644125268e-01 2.397464766003228054e-01 2.624633591260809862e-01 2.836966325981710724e-01
1.239999999999999991e+00 3.074770123925421594e-01 2.764704464766003511e-01 2.593708086785009304e-01 2.389261455896518338e-01 2.246794201183431872e-01 2.177127547666009300e-01 2.145420118343195071e-01 2.247887697238658833e-01 2.429338606448496474e-01 2.711302056917441750e-01 2.870611439842209456e-01 2.979417378917378900e-01
1.639999999999999902e+00 2.253928677092138788e-01 2.038841793833696958e-01 1.969209072978303776e-01 1.803705556984821212e-01 1.757733147696948495e-01 1.803311780527165342e-01 1.859991285637439817e-01 2.012909850330664718e-01 2.089952979712595138e-01 2.214218665949435616e-01 2.245223600364132932e-01 2.200151694459386853e-01
2.129999999999999893e+00 1.417934171597633186e-01 1.266308003737153520e-01 1.221402574483546194e-01 1.123240545407769714e-01 1.123939436129481467e-01 1.200786767079075057e-01 1.294146100053792381e-01 1.443700081215918418e-01 1.479249683009298544e-01 1.520635960193652547e-01 1.492074874829313058e-01 1.387884023668639055e-01
3.000000000000000000e+00 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02
4.000000000000000000e+00 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02
5.000000000000000000e+00 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02
6.000000000000000000e+00 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02
7.500000000000000000e+00 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02 2.999999999999999889e-02
8.000000000000000000e+00 4.000000000000000083e-02 4.000000000000000083e-02 4.000000000000000083e-02 4.000000000000000083e-02 4.000000000000000083e-02 4.000000000000000083e-02 4.000000000000000083e-02 4.000000000000000083e-02 4.000000000000000083e-02 4.000000000000000083e-02 4.000000000000000083e-02 4.000000000000000083e-02
9.000000000000000000e+00 5.000000000000000278e-02 5.000000000000000278e-02 5.000000000000000278e-02 5.000000000000000278e-02 5.000000000000000278e-02 5.000000000000000278e-02 5.000000000000000278e-02 5.000000000000000278e-02 5.000000000000000278e-02 5.000000000000000278e-02 5.000000000000000278e-02 5.000000000000000278e-02
1.000000000000000000e+01 5.999999999999999778e-02 5.999999999999999778e-02 5.999999999999999778e-02 5.999999999999999778e-02 5.999999999999999778e-02 5.999999999999999778e-02 5.999999999999999778e-02 5.999999999999999778e-02 5.999999999999999778e-02 5.999999999999999778e-02 5.999999999999999778e-02 5.999999999999999778e-02
1.102999999999999936e+01 2.999188906331851090e-02 2.999188906331851090e-02 2.999188906331851090e-02 2.999188906331851090e-02 2.999188906331851090e-02 2.999188906331851090e-02 2.999188906331851090e-02 2.999188906331851090e-02 2.999188906331851090e-02 2.999188906331851090e-02 2.999188906331851090e-02 2.999188906331851090e-02
1.205000000000000071e+01 2.399679487179562365e-02 2.399679487179562365e-02 2.399679487179562365e-02 2.399679487179562365e-02 2.399679487179562365e-02 2.399679487179562365e-02 2.399679487179562365e-02 2.399679487179562365e-02 2.399679487179562365e-02 2.399679487179562365e-02 2.399679487179562365e-02 2.399679487179562365e-02
